Ship Date,Order ID,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
2010-09-18,108279903864,1013038,56513.45999999993,40035.59999999999,277118671.07,194299580.41000003,82819090.66000003
2010-09-19,107924984906,943792,56679.29999999992,40609.25,268108920.64000005,190285273.63000005,77823647.00999996
2010-09-20,85880894764,815436,39154.140000000014,27509.56999999997,200466014.37000012,140298214.79,60167799.58000002
2010-09-21,98302760165,943964,49195.71999999994,34397.07999999998,244444187.8999999,168487993.04999992,75956194.85
2010-09-22,98726621637,839723,48370.80999999994,34038.21000000001,232398263.25000003,162953886.75999984,69444376.49000001
2010-09-23,94378599185,934394,49465.16999999997,35535.329999999965,259321482.29000023,188341613.23000005,70979869.05999999
2010-09-24,96069689213,896660,49301.38999999995,35683.36999999997,257692135.19000006,187677998.92000008,70014136.27000003
2010-09-25,106036511960,976112,50354.21999999995,35918.72999999997,273668344.51,195619406.03000006,78048938.47999999
2010-09-26,96248466618,896291,44498.03000000002,31967.499999999953,214201851.89999995,154070816.62,60131035.279999964
2010-09-27,113441668413,1028148,52193.44999999994,37015.569999999985,258894188.66000006,183516804.19000012,75377384.47000003
2010-09-28,103363675962,976837,45708.09999999998,31781.52999999999,233401503.20999998,160886111.9600001,72515391.25000001
2010-09-29,107686105929,933050,45916.68999999998,31992.129999999972,224562322.87,157704534.11000004,66857788.760000035
2010-09-30,101837164422,885859,44859.789999999986,31446.329999999954,211697422.33000004,147985769.13000003,63711653.2
2010-10-01,104183563908,851044,41780.039999999986,28878.89999999998,191774315.61000004,133075349.58999991,58698966.019999966
2010-10-02,97474519028,926718,44926.540000000015,30727.409999999978,237028751.02999994,163509135.41,73519615.62000002
2010-10-03,100061284827,895070,43189.99999999997,29660.38,218872877.52000004,151225297.57999995,67647579.94000001
2010-10-04,91918258096,837087,43163.11999999999,30108.10999999997,203118190.9800001,140059678.24,63058512.74000004
2010-10-05,96910719625,842818,45811.449999999975,31896.379999999983,232937320.0100001,162570603.34999993,70366716.65999995
2010-10-06,96569486424,884335,49315.15999999996,34889.40999999996,242170402.09999987,171597678.97999984,70572723.12000002
2010-10-07,110560061020,1059924,51513.25999999995,34986.02,266959690.41999996,179299451.20999986,87660239.21
2010-10-08,94779225735,836720,43708.25999999999,29937.680000000008,219100753.6200001,149193699.43000004,69907054.19000001
2010-10-09,105658295176,1030763,52837.98999999992,36963.229999999996,267818832.14000005,186430684.89,81388147.25000004
2010-10-10,94253201791,865685,48797.72999999997,34695.14999999999,241170515.12000012,170154814.7700001,71015700.34999996
2010-10-11,102648116020,881321,45743.909999999996,31431.049999999996,232947995.4400001,161456509.17000005,71491486.26999995
2010-10-12,103583762909,1025145,51133.93999999998,36033.67999999998,271488474.8399999,189549216.71000004,81939258.12999997
2010-10-13,110793863618,995311,49938.739999999925,35599.49999999999,250019607.70999998,174888436.58999997,75131171.12
2010-10-14,108372423995,959810,52075.069999999934,36428.58999999998,262509555.73000005,184389097.04,78120458.69
2010-10-15,109090211838,985755,54721.82999999995,38979.7,274433379.15000015,192927027.66999993,81506351.47999999
2010-10-16,88477749143,877469,44357.40999999997,30896.929999999997,226207465.05000007,156673108.03000006,69534357.01999998
2010-10-17,100668161518,917644,51510.93999999995,36668.49999999998,270047787.58,194293667.10999992,75754120.47000001
2010-10-18,103261983303,910288,52860.74999999996,37618.349999999984,243342269.8499999,170303950.79999995,73038319.05000001
2010-10-19,83575884388,749654,41216.97999999998,29229.159999999996,213280029.90000004,150877864.41000003,62402165.489999995
2010-10-20,97825583200,900127,55158.64999999994,39281.67000000001,286674138.64000005,207667734.99999997,79006403.63999996
2010-10-21,99944270169,918675,51810.15999999996,36517.039999999986,254494659.50999993,181718812.34000003,72775847.16999997
2010-10-22,107868485647,968672,57081.22999999991,40469.08999999998,277551518.6400001,194978762.99999994,82572755.64000006
2010-10-23,119031010607,1026414,59216.22999999991,42167.840000000004,308925441.17999995,221005352.67999998,87920088.50000003
2010-10-24,106123986152,1000524,49322.649999999965,34992.789999999935,254172377.99000004,179061004.77999997,75111373.21000002
2010-10-25,93281424754,923815,51184.63999999994,36600.73999999999,277555006.46999985,197886915.41999993,79668091.04999995
2010-10-26,106617497510,847231,47870.63999999995,33570.969999999965,227625765.68999982,158961333.81000012,68664431.88000001
2010-10-27,106601704319,1045347,50798.04999999991,36028.57999999999,270739296.03000003,191828183.7499999,78911112.28000006
2010-10-28,97547852225,859927,48543.61999999997,34155.340000000004,225116650.16999993,156038394.13000008,69078256.04000004
2010-10-29,92776932608,886807,44260.30999999997,31220.24999999997,225118471.17,158920349.18000007,66198121.98999995
2010-10-30,98606312535,889564,46194.889999999956,32254.54999999999,216734756.75999996,150777996.25999996,65956760.49999999
2010-10-31,102113046133,865387,46386.91999999999,32482.329999999976,204945489.21999994,140821701.12000006,64123788.1
2010-11-01,100948004992,904965,45463.27999999996,31693.389999999978,219506005.88,153323380.0900001,66182625.79000006
2010-11-02,109103131739,954456,42502.63999999999,28648.419999999976,192725632.81999996,127164942.37999997,65560690.44000001
2010-11-03,100596989194,928164,40025.36999999998,27720.93999999998,190255249.75999996,129822018.09999995,60433231.66
2010-11-04,100552861172,927404,49901.59999999995,34790.48999999997,256440205.29000008,180871103.38000005,75569101.91
2010-11-05,108848737816,1057924,53658.99999999996,37699.36999999997,269381325.48,188349223.66999993,81032101.80999996
2010-11-06,93929948405,817824,41388.82000000001,28661.700000000004,207208352.05,142753112.11999997,64455239.93000001
2010-11-07,113481383290,954402,49362.039999999964,35076.37999999998,253947855.00999993,183553517.16000003,70394337.85000004
2010-11-08,104164302839,1090656,53122.02999999997,37460.71999999998,280058065.5199999,198039165.95999998,82018899.55999994
2010-11-09,90034472435,813354,40885.02999999996,28542.19999999999,192630624.26000002,134225836.92,58404787.339999996
2010-11-10,105173790681,900003,47372.09999999995,32235.86999999999,240093249.48000008,163365695.86999997,76727553.61000001
2010-11-11,88643180340,833691,44780.979999999974,31091.679999999997,223613076.7,154336471.96999997,69276604.73000005
2010-11-12,93930513250,869251,47799.18999999997,33486.29999999999,249051575.3599999,175328740.6300001,73722834.73000002
2010-11-13,95877508326,859508,48276.369999999966,33537.39,247966075.56999978,172951790.92999995,75014284.64
2010-11-14,96527612356,854016,52624.73999999994,37960.23000000001,244312387.01000005,175962817.60000008,68349569.41000001
2010-11-15,91044073265,848658,46374.90999999997,33459.67999999997,244009777.15999997,176105029.69000003,67904747.46999997
2010-11-16,88111300716,817534,46842.179999999964,33054.020000000004,245492239.94000003,173179134.39000005,72313105.55000003
2010-11-17,109595095898,1042998,57145.08999999991,40297.87,291403906.7899999,204555649.0799999,86848257.71
2010-11-18,103603917272,825302,50811.64999999996,35919.52999999999,220758240.6500001,154419020.79999998,66339219.849999964
2010-11-19,93889746912,891003,48161.67999999996,33691.85999999998,249201975.75000003,173989792.23,75212183.52
2010-11-20,96001820471,833944,44892.56999999997,31651.869999999984,208354909.42999998,145500719.73999992,62854189.69000001
2010-11-21,89093040593,885884,47247.90999999996,33994.05999999999,241052324.6099999,172711762.32999995,68340562.28000005
2010-11-22,89685499292,843308,51433.79999999997,37418.49,266988614.7700001,196698502.01999998,70290112.74999999
2010-11-23,94995051695,928383,52899.66999999993,37716.22999999999,251457795.90000015,176275716.19,75182079.70999998
2010-11-24,102706998644,947991,53040.93999999996,37995.29999999999,268113399.97000006,189879327.86999997,78234072.10000002
2010-11-25,100924499992,977864,54753.319999999934,39992.51999999999,280797603.5799999,206192943.89000008,74604659.69000004
2010-11-26,102777113880,927792,51383.33999999997,36605.78999999997,242558910.96000016,170842154.20999995,71716756.75000001
2010-11-27,94913846929,874957,46093.32999999998,32709.019999999968,225293945.57000002,159282009.2400001,66011936.32999994
2010-11-28,102920003994,895582,46934.02,33874.39999999996,233039502.39999992,169597637.56,63441864.83999999
2010-11-29,96843575295,934466,45464.40999999999,32473.279999999973,227869355.37999997,160923702.83,66945652.55000007
2010-11-30,101885870960,971186,47522.45,33401.349999999955,235971033.65,164980683.73000005,70990349.92000002
2010-12-01,107362197063,940071,49756.92999999994,35311.949999999946,250912987.82000005,180159334.90999997,70753652.90999995
2010-12-02,96291445274,852647,44120.659999999974,30743.649999999976,227203051.43,160463396.53000003,66739654.89999995
2010-12-03,108590627175,988693,47687.499999999985,33305.23999999997,252568552.79999992,176634041.75000003,75934511.05
2010-12-04,99365283698,915998,43625.23999999998,30283.31999999997,222134294.84999996,156111847.46000007,66022447.390000015
2010-12-05,92903479694,888338,34934.24000000003,24088.329999999987,185051656.21000004,128331919.29999994,56719736.90999999
2010-12-06,98656121593,867184,43621.600000000006,30448.40999999997,236301382.52999994,166116442.2799999,70184940.24999997
2010-12-07,111716123458,1006770,47615.57999999998,33532.52999999996,248548737.49999997,177002456.91000003,71546280.58999999
2010-12-08,95310056053,866313,47418.779999999984,33437.29999999999,227037368.39000008,160347808.88,66689559.50999998
2010-12-09,95618773828,900784,45479.80999999998,31968.569999999974,233624071.67000014,163706222.53999993,69917849.13000004
2010-12-10,89019990481,867893,39778.090000000004,27883.71,216993582.08999997,152454923.49999997,64538658.59000006
2010-12-11,80124823922,771885,38573.15999999999,26482.010000000006,198323659.98,136109800.6599999,62213859.31999997
2010-12-12,101960524612,934315,47829.669999999984,33706.06999999998,232452098.29000008,163100895.55000007,69351202.73999995
2010-12-13,102289249833,899125,47807.32999999995,33285.93,248947997.6599999,174884514.0100001,74063483.64999999
2010-12-14,90013995265,813397,45994.2,32343.199999999975,207793952.91000006,144297276.98000005,63496675.93000004
2010-12-15,102323845373,931288,48404.739999999954,33685.90999999999,239654864.73000008,165264343.74,74390520.99000002
2010-12-16,112191819601,1036982,62762.419999999925,44990.66000000002,338125430.95999986,242921759.64000005,95203671.31999996
2010-12-17,96534482696,1021901,53375.69999999996,37375.26999999998,267707133.7599999,187437503.20000008,80269630.55999996
2010-12-18,98539397554,963670,48105.589999999946,34008.63999999999,260372181.81000015,182558519.57000008,77813662.24000002
2010-12-19,99845755896,959541,53136.839999999946,37907.93999999996,279539628.16999984,201628601.7999999,77911026.36999996
2010-12-20,97386114206,938894,54648.65999999994,38389.759999999995,275438588.99,193986244.66000006,81452344.33000006
2010-12-21,109278872648,1022693,50611.87999999995,35158.23999999998,268328065.5299999,184280585.28000006,84047480.24999997
2010-12-22,110353243660,869512,55296.519999999946,39750.029999999984,260497065.10999992,187011148.89,73485916.22
2010-12-23,107526603845,1007109,54703.01999999994,38991.06999999997,284243487.2500001,204364443.30999997,79879043.94000006
2010-12-24,93683853958,921557,51391.969999999936,36538.269999999975,254882486.2300001,179265860.90000004,75616625.33000004
2010-12-25,96851774821,898591,49485.43999999996,34928.97,256550109.60000017,182125967.85000002,74424141.75
2010-12-26,98122414282,914470,49567.02999999996,35252.45999999999,265516606.30999994,189740955.35,75775650.95999996
2010-12-27,91329962225,797577,44370.71999999998,31170.499999999978,208587499.3200001,143696112.9700001,64891386.35000002
2010-12-28,108500232282,1007697,52471.37999999998,37207.67999999996,280210029.45,198204545.14999995,82005484.30000007
2010-12-29,98411853501,856272,45039.84999999996,31314.319999999974,216697124.53000003,150289864.53,66407260.00000003
2010-12-30,94658321003,853734,43284.29999999999,31267.119999999966,225497896.64999995,164185686.82,61312209.82999995
2010-12-31,93715024536,907914,46631.89999999996,32967.23999999998,234993933.0400001,165023015.28999993,69970917.74999997
2011-01-01,88935146381,817195,42220.779999999984,29051.889999999985,204303280.85999995,140323670.51000002,63979610.35000001
2011-01-02,105717476327,977221,46243.799999999996,31963.87999999995,232253909.16,159856223.79,72397685.37000005
2011-01-03,96793978455,770254,39797.68,28369.099999999988,185885087.79000008,131049961.01999998,54835126.770000026
2011-01-04,109965514490,977250,44287.81999999999,30425.489999999976,211619399.7200001,144331194.22000006,67288205.49999996
2011-01-05,86099545668,784523,38576.120000000024,27015.829999999973,193389166.38000008,134967119.33,58422047.050000004
2011-01-06,105519074172,940190,45724.03,32046.389999999967,231191417.41,162986269.09,68205148.32000004
2011-01-07,94866922939,915979,40978.499999999985,28499.08999999995,220781365.76000002,153807484.79000002,66973880.97000003
2011-01-08,108559090991,977584,51684.119999999944,36476.73999999999,248126528.35000017,171960218.91,76166309.43999997
2011-01-09,89941467431,869956,39769.46000000001,26751.09999999999,223477625.24999994,152187751.61999992,71289873.62999997
2011-01-10,102613621351,932445,43514.86,30215.96999999997,221093557.68,153552269.57,67541288.11000001
2011-01-11,99577088523,923760,44146.70000000001,30468.19999999999,207250533.98000008,139241302.54999998,68009231.43
2011-01-12,93111195182,900241,43103.99000000003,30516.569999999967,229052509.22,160703542.9799999,68348966.24000005
2011-01-13,100726056887,900171,45828.21,31769.66999999998,223968574.47000006,155588000.98999992,68380573.47999999
2011-01-14,86304157102,817864,45273.13999999999,31867.53999999998,215694123.36000007,150119597.48,65574525.87999997
2011-01-15,99549404839,902687,48823.029999999955,34303.79999999999,250742571.02,178256153.76999998,72486417.24999997
2011-01-16,98400310923,893691,47323.77000000001,33209.38999999999,228288171.05000007,158409052.95999992,69879118.09000002
